nohup: ignoring input
============================================================
  ARCHITECTURE ABLATION PIPELINE
============================================================
  Device:       cuda
  Epochs:       100
  Batch size:   128

── Loading Dataset ...
  Loading dataset from: /opt/watchdog/users/cerussite/alok/work/torch_sliding_dataset.pt
  Dataset loaded: 2703 samples
  Input shape:  (2703, 7, 32, 32)
  Label shape:  (2703, 32, 32)
  Input dtype:  torch.float32
  Label dtype:  torch.int64
  Input range:  [-0.27, 36037.00]
  Label unique: [1, 2, 7, 8, 11]
  Metadata rows: 2703

  Channel normalization stats:
    B2: mean=9037.26, std=1453.98
    B3: mean=9768.10, std=1757.99
    B4: mean=9573.81, std=2217.61
    B5: mean=14449.58, std=4230.16
    B6: mean=12468.06, std=3402.20
    B7: mean=10726.65, std=2952.71
    NDVI: mean=0.18, std=0.15

  Train: 2162 samples
  Val:   541 samples

── Computing class weights ...

============================================================
  TRAINING BACKBONE: resnet18
============================================================
  Params: 14,342,058 trainable

  Ep  80/100 | TrLoss:0.0088 OA:0.9963 mIoU:0.9800 | VaLoss:0.0131 OA:0.9943 mIoU:0.9702 | 1.7s
  Ep  81/100 | TrLoss:0.0085 OA:0.9963 mIoU:0.9782 | VaLoss:0.0124 OA:0.9944 mIoU:0.9722 | 1.6s
  Ep  82/100 | TrLoss:0.0089 OA:0.9960 mIoU:0.9787 | VaLoss:0.0124 OA:0.9944 mIoU:0.9714 | 1.6s
  Ep  83/100 | TrLoss:0.0086 OA:0.9965 mIoU:0.9803 | VaLoss:0.0126 OA:0.9945 mIoU:0.9727 | 1.6s
  Ep  84/100 | TrLoss:0.0081 OA:0.9965 mIoU:0.9794 | VaLoss:0.0127 OA:0.9945 mIoU:0.9731 | 1.7s
  Ep  85/100 | TrLoss:0.0084 OA:0.9965 mIoU:0.9798 | VaLoss:0.0127 OA:0.9945 mIoU:0.9722 | 1.6s
  Ep  86/100 | TrLoss:0.0082 OA:0.9966 mIoU:0.9802 | VaLoss:0.0125 OA:0.9945 mIoU:0.9720 | 1.5s
  Ep  87/100 | TrLoss:0.0081 OA:0.9966 mIoU:0.9807 | VaLoss:0.0128 OA:0.9946 mIoU:0.9738 | 1.6s
  Ep  88/100 | TrLoss:0.0088 OA:0.9963 mIoU:0.9788 | VaLoss:0.0123 OA:0.9944 mIoU:0.9717 | 1.6s
  Ep  89/100 | TrLoss:0.0081 OA:0.9966 mIoU:0.9806 | VaLoss:0.0126 OA:0.9946 mIoU:0.9740 | 1.7s
  Ep  90/100 | TrLoss:0.0080 OA:0.9967 mIoU:0.9807 | VaLoss:0.0127 OA:0.9946 mIoU:0.9726 | 1.7s
  Ep  91/100 | TrLoss:0.0080 OA:0.9967 mIoU:0.9807 | VaLoss:0.0126 OA:0.9946 mIoU:0.9738 | 1.5s
  Ep  92/100 | TrLoss:0.0079 OA:0.9968 mIoU:0.9806 | VaLoss:0.0125 OA:0.9946 mIoU:0.9733 | 1.5s
  Ep  93/100 | TrLoss:0.0080 OA:0.9967 mIoU:0.9813 | VaLoss:0.0127 OA:0.9946 mIoU:0.9732 | 1.6s
  Ep  94/100 | TrLoss:0.0082 OA:0.9965 mIoU:0.9809 | VaLoss:0.0127 OA:0.9946 mIoU:0.9738 | 1.8s
  Ep  95/100 | TrLoss:0.0078 OA:0.9968 mIoU:0.9812 | VaLoss:0.0125 OA:0.9946 mIoU:0.9731 | 1.5s
  Ep  96/100 | TrLoss:0.0077 OA:0.9968 mIoU:0.9812 | VaLoss:0.0124 OA:0.9946 mIoU:0.9728 | 1.5s
  Ep  97/100 | TrLoss:0.0081 OA:0.9966 mIoU:0.9810 | VaLoss:0.0125 OA:0.9946 mIoU:0.9735 | 1.5s
  Ep  98/100 | TrLoss:0.0080 OA:0.9966 mIoU:0.9809 | VaLoss:0.0125 OA:0.9946 mIoU:0.9732 | 1.5s
  Ep  99/100 | TrLoss:0.0080 OA:0.9966 mIoU:0.9809 | VaLoss:0.0124 OA:0.9946 mIoU:0.9728 | 1.8s
  Ep 100/100 | TrLoss:0.0081 OA:0.9966 mIoU:0.9809 | VaLoss:0.0125 OA:0.9946 mIoU:0.9735 | 1.5s

  ✓ Finished resnet18. Best mIoU: 0.9742
  Logs saved to: /opt/watchdog/users/cerussite/alok/work/modelss/ablations/logs/resnet18_history.json

============================================================
  TRAINING BACKBONE: efficientnet-b0
============================================================
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
  Params: 6,253,926 trainable

  Ep   1/100 | TrLoss:1.3753 OA:0.6672 mIoU:0.2158 | VaLoss:0.7970 OA:0.8353 mIoU:0.3400 | 1.9s
